INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Theft from Motor Vehicle,12100 94A AVE,10,2020,20-161458
Theft from Motor Vehicle,12500 97TH AVE,10,2020,20-800944
Theft from Motor Vehicle,10800 CITY PKWY,10,2020,20-161795
Theft from Motor Vehicle,11100 124TH ST,10,2020,20-161923
Theft from Motor Vehicle,12500 110TH AVE,10,2020,20-162068
Theft from Motor Vehicle,10000 128A ST,10,2020,20-162345
Theft from Motor Vehicle,13900 101ST AVE,10,2020,20-162357
Theft from Motor Vehicle,13100 99TH AVE,10,2020,20-162409
Theft from Motor Vehicle,12200 100TH AVE,10,2020,20-162444
Theft from Motor Vehicle,9500 OBAN PL,10,2020,20-162489
Theft from Motor Vehicle,13000 107A AVE,10,2020,20-162613
Theft from Motor Vehicle,9200 121ST ST,10,2020,20-162737
Theft from Motor Vehicle,12800 KING GEORGE BLVD,10,2020,20-162953
Theft from Motor Vehicle,12100 98TH AVE,10,2020,20-162964
Theft from Motor Vehicle,9800 KING GEORGE BLVD,10,2020,20-162989
Theft from Motor Vehicle,12100 96TH AVE,10,2020,20-800963
Theft from Motor Vehicle,12700 97A AVE,10,2020,20-163326
Theft from Motor Vehicle,12700 97A AVE,10,2020,20-163605
Theft from Motor Vehicle,13400 95TH AVE,10,2020,20-163821
Theft from Motor Vehicle,139TH ST / 105TH BLVD,10,2020,20-164231
Theft from Motor Vehicle,13700 111A AVE,10,2020,20-164373
Theft from Motor Vehicle,13400 CENTRAL AVE,10,2020,20-164410
Theft from Motor Vehicle,12700 96A AVE,10,2020,20-164970
Theft from Motor Vehicle,9400 126TH ST,10,2020,20-165028
Theft from Motor Vehicle,10000 129TH ST,10,2020,20-165189
Theft from Motor Vehicle,12700 97TH AVE,10,2020,20-165799
Theft from Motor Vehicle,13100 99A AVE,10,2020,20-166062
Theft from Motor Vehicle,10100 KING GEORGE BLVD,10,2020,20-166104
Theft from Motor Vehicle,9500 125TH ST,10,2020,20-166220
Theft from Motor Vehicle,11300 BRIDGEVIEW DR,10,2020,20-166311
Theft from Motor Vehicle,8900 134A ST,10,2020,20-166505
Theft from Motor Vehicle,13300 89TH AVE,10,2020,20-166508
Theft from Motor Vehicle,13200 89TH AVE,10,2020,20-166581
Theft from Motor Vehicle,8800 132B ST,10,2020,20-166610
Theft from Motor Vehicle,8800 132B ST,10,2020,20-166706
Theft from Motor Vehicle,11700 RIVER RD,10,2020,20-166728
Theft from Motor Vehicle,9400 PRINCE CHARLES BLVD,10,2020,20-166750
Theft from Motor Vehicle,10700 139TH ST,10,2020,20-167034
Theft from Motor Vehicle,11100 124TH ST,10,2020,20-167321
Theft from Motor Vehicle,13700 96TH AVE,10,2020,20-167780
Theft from Motor Vehicle,10100 KING GEORGE BLVD,10,2020,20-167858
Theft from Motor Vehicle,125TH ST / SCOTT ROAD STN,10,2020,20-167861
Theft from Motor Vehicle,12400 96A AVE,10,2020,20-167864
Theft from Motor Vehicle,13400 95TH AVE,10,2020,20-168092
Theft from Motor Vehicle,12700 113A AVE,10,2020,20-168127
Theft from Motor Vehicle,9000 135A ST,10,2020,20-168132
Theft from Motor Vehicle,11700 PINE RD,10,2020,20-168171
Theft from Motor Vehicle,14500 88A AVE,10,2020,20-168446
Theft from Motor Vehicle,13400 KING GEORGE BLVD,10,2020,20-168471
Theft from Motor Vehicle,9600 134TH ST,10,2020,20-168852
Theft from Motor Vehicle,13300 105TH AVE,10,2020,20-168872
Theft from Motor Vehicle,9500 124A ST,10,2020,20-168878
Theft from Motor Vehicle,10100 KING GEORGE BLVD,10,2020,20-800994
Theft from Motor Vehicle,10100 KING GEORGE BLVD,10,2020,20-168889
Theft from Motor Vehicle,11400 131ST ST,10,2020,20-169258
Theft from Motor Vehicle,10700 KING GEORGE BLVD,10,2020,20-169658
Theft from Motor Vehicle,UNIVERSITY DR / 105TH AVE,11,2020,20-169832
Theft from Motor Vehicle,12800 98TH AVE,11,2020,20-170250
Theft from Motor Vehicle,9500 PRINCE CHARLES BLVD,11,2020,20-170259
Theft from Motor Vehicle,13800 101ST AVE,10,2020,20-170378
Theft from Motor Vehicle,13800 LAUREL DR,11,2020,20-170843
Theft from Motor Vehicle,14500 92ND AVE,11,2020,20-170869
Theft from Motor Vehicle,9000 SNOWDON PL,11,2020,20-170987
Theft from Motor Vehicle,14100 90A AVE,11,2020,20-171046
Theft from Motor Vehicle,12600 KING GEORGE BLVD,11,2020,20-171069
Theft from Motor Vehicle,9600 126TH ST,11,2020,20-171091
Theft from Motor Vehicle,108TH AVE / KING GEORGE BLVD,11,2020,20-171127
Theft from Motor Vehicle,10900 136TH ST,11,2020,20-171300
Theft from Motor Vehicle,12500 GROVE CRES,11,2020,20-171424
Theft from Motor Vehicle,13100 111TH AVE,11,2020,20-171474
Theft from Motor Vehicle,10500 132ND ST,11,2020,20-171814
Theft from Motor Vehicle,13400 107A AVE,11,2020,20-171896
Theft from Motor Vehicle,14200 88TH AVE,11,2020,20-172017
Theft from Motor Vehicle,11000 RAVINE RD,10,2020,20-172253
Theft from Motor Vehicle,10100 KING GEORGE BLVD,11,2020,20-172268
Theft from Motor Vehicle,13300 105A AVE,11,2020,20-172288
Theft from Motor Vehicle,13800 102ND AVE,11,2020,20-801011
Theft from Motor Vehicle,13300 97TH AVE,11,2020,20-172454
Theft from Motor Vehicle,10800 139A ST,11,2020,20-172469
Theft from Motor Vehicle,10500 140TH ST,11,2020,20-172557
Theft from Motor Vehicle,13700 104TH AVE,11,2020,20-173008
Theft from Motor Vehicle,102ND AVE / KING GEORGE BLVD,11,2020,20-173122
Theft from Motor Vehicle,12100 100TH AVE,11,2020,20-173456
Theft from Motor Vehicle,9700 131ST ST,11,2020,20-173473
Theft from Motor Vehicle,8900 135A ST,11,2020,20-173479
Theft from Motor Vehicle,13000 112TH AVE,11,2020,20-173598
Theft from Motor Vehicle,10100 KING GEORGE BLVD,11,2020,20-173600
Theft from Motor Vehicle,10400 WHALLEY BLVD,11,2020,20-173631
Theft from Motor Vehicle,12400 99TH AVE,11,2020,20-173759
Theft from Motor Vehicle,10100 127TH ST,11,2020,20-173763
Theft from Motor Vehicle,12200 100A AVE,11,2020,20-173897
Theft from Motor Vehicle,9800 123RD ST,11,2020,20-173948
Theft from Motor Vehicle,12200 96TH AVE,11,2020,20-174066
Theft from Motor Vehicle,11000 136TH ST,11,2020,20-174095
Theft from Motor Vehicle,12500 97A AVE,11,2020,20-174147
Theft from Motor Vehicle,9000 SNOWDON PL,11,2020,20-174159
Theft from Motor Vehicle,12900 96TH AVE,11,2020,20-174461
Theft from Motor Vehicle,12700 97TH AVE,11,2020,20-174462
Theft from Motor Vehicle,10100 KING GEORGE BLVD,11,2020,20-174679
Theft from Motor Vehicle,10300 129TH ST,11,2020,20-174771
Theft from Motor Vehicle,101ST AVE / SEMIAHMOO RD,11,2020,20-174965
Theft from Motor Vehicle,13400 90TH AVE,11,2020,20-174986
Theft from Motor Vehicle,12600 97TH AVE,11,2020,20-175120
Theft from Motor Vehicle,8800 URSUS CRES,11,2020,20-175369
Theft from Motor Vehicle,12000 96TH AVE,11,2020,20-175402
Theft from Motor Vehicle,13000 107A AVE,11,2020,20-175406
Theft from Motor Vehicle,8800 URSUS CRES,11,2020,20-175417
Theft from Motor Vehicle,10200 132ND ST,11,2020,20-175451
Theft from Motor Vehicle,13000 112TH AVE,11,2020,20-175454
Theft from Motor Vehicle,11500 BAILEY CRES,11,2020,20-176004
Theft from Motor Vehicle,126A ST / 115TH AVE,11,2020,20-176231
Theft from Motor Vehicle,9800 140TH ST,11,2020,20-176522
Theft from Motor Vehicle,10700 139TH ST,11,2020,20-176526
Theft from Motor Vehicle,13300 104TH AVE,11,2020,20-176976
Theft from Motor Vehicle,13300 CENTRAL AVE,11,2020,20-177199
Theft from Motor Vehicle,12000 100A AVE,11,2020,20-177256
Theft from Motor Vehicle,13300 104TH AVE,11,2020,20-177449
Theft from Motor Vehicle,13200 104TH AVE,11,2020,20-177630
Theft from Motor Vehicle,8800 139TH ST,11,2020,20-177691
Theft from Motor Vehicle,13400 CRESTVIEW DR,11,2020,20-177771
Theft from Motor Vehicle,9800 124TH ST,11,2020,20-177994
Theft from Motor Vehicle,13000 98A AVE,11,2020,20-178191
Theft from Motor Vehicle,105TH AVE / UNIVERSITY DR,11,2020,20-178203
Theft from Motor Vehicle,13800 GROSVENOR RD,11,2020,20-178222
Theft from Motor Vehicle,11100 134A ST,11,2020,20-178245
Theft from Motor Vehicle,9400 128TH ST,11,2020,20-178288
Theft from Motor Vehicle,106700 KING GEORGE BLVD,11,2020,20-179342
Theft from Motor Vehicle,9900 116A ST,11,2020,20-179598
Theft from Motor Vehicle,9900 KING GEORGE BLVD,11,2020,20-179624
Theft from Motor Vehicle,12000 101ST AVE,11,2020,20-179838
Theft from Motor Vehicle,9900 128TH ST,11,2020,20-180134
Theft from Motor Vehicle,10400 127TH ST,11,2020,20-180225
Theft from Motor Vehicle,9100 137TH ST,11,2020,20-180373
Theft from Motor Vehicle,12100 96TH AVE,11,2020,20-801067
Theft from Motor Vehicle,10000 130TH ST,11,2020,20-180413
Theft from Motor Vehicle,13300 90TH AVE,11,2020,20-180545
Theft from Motor Vehicle,11700 TANNERY RD,11,2020,20-180588
Theft from Motor Vehicle,13100 108TH AVE,11,2020,20-180706
Theft from Motor Vehicle,13400 90TH AVE,11,2020,20-181452
Theft from Motor Vehicle,10600 KING GEORGE BLVD,11,2020,20-181457
Theft from Motor Vehicle,14700 88TH AVE,11,2020,20-181941
Theft from Motor Vehicle,12100 96A AVE,11,2020,20-181963
Theft from Motor Vehicle,9300 128TH ST,11,2020,20-182239
Theft from Motor Vehicle,13600 100TH AVE,11,2020,20-801084
Theft from Motor Vehicle,13200 105TH AVE,11,2020,20-184774
Theft from Motor Vehicle,13100 98A AVE,11,2020,20-185045
Theft from Motor Vehicle,13700 101ST AVE,11,2020,20-185188
Theft from Motor Vehicle,13200 105TH AVE,11,2020,20-185224
Theft from Motor Vehicle,10500 138A ST,11,2020,20-185317
Theft from Motor Vehicle,16200 83RD AVE,5,2020,20-69339
Theft from Motor Vehicle,15500 112A AVE,9,2020,20-150606
Theft from Motor Vehicle,8700 162ND ST,9,2020,20-151206
Theft from Motor Vehicle,16500 86TH AVE,9,2020,20-151257
Theft from Motor Vehicle,9700 151ST ST,9,2020,20-151665
Theft from Motor Vehicle,10700 150TH ST,9,2020,20-151781
Theft from Motor Vehicle,16100 90TH AVE,9,2020,20-151808
Theft from Motor Vehicle,7700 168A ST,9,2020,20-152022
Theft from Motor Vehicle,16200 85TH AVE,9,2020,20-152225
Theft from Motor Vehicle,104TH AVE / 149A ST,9,2020,20-152403
Theft from Motor Vehicle,14100 110TH AVE,9,2020,20-152489
Theft from Motor Vehicle,15700 89A AVE,10,2020,20-152956
Theft from Motor Vehicle,14000 102ND AVE,10,2020,20-153579
Theft from Motor Vehicle,14600 108TH AVE,10,2020,20-153618
Theft from Motor Vehicle,15000 84TH AVE,9,2020,20-154758
Theft from Motor Vehicle,8900 152ND ST,10,2020,20-155023
Theft from Motor Vehicle,103A AVE / 154TH ST,10,2020,20-155136
Theft from Motor Vehicle,14300 103RD AVE,10,2020,20-155235
Theft from Motor Vehicle,15800 85TH AVE,9,2020,20-155561
Theft from Motor Vehicle,15200 100TH AVE,10,2020,20-155565
Theft from Motor Vehicle,15400 112A AVE,6,2020,20-155985
Theft from Motor Vehicle,10600 150TH ST,10,2020,20-156347
Theft from Motor Vehicle,16000 FRASER HWY,10,2020,20-156403
Theft from Motor Vehicle,146TH ST / 103RD AVE,10,2020,20-156559
Theft from Motor Vehicle,10000 152ND ST,10,2020,20-156574
Theft from Motor Vehicle,14100 110A AVE,10,2020,20-157112
Theft from Motor Vehicle,10500 153RD ST,10,2020,20-157121
Theft from Motor Vehicle,162ND ST / 86TH AVE,10,2020,20-157565
Theft from Motor Vehicle,10300 152ND ST,10,2020,20-157831
Theft from Motor Vehicle,14300 103RD AVE,10,2020,20-158009
Theft from Motor Vehicle,10700 144TH ST,10,2020,20-158093
Theft from Motor Vehicle,8400 160TH ST,10,2020,20-158272
Theft from Motor Vehicle,8600 160TH ST,10,2020,20-158384
Theft from Motor Vehicle,15300 102A AVE,10,2020,20-158641
Theft from Motor Vehicle,14800 87A AVE,10,2020,20-158670
Theft from Motor Vehicle,10700 GUILDFORD DR,10,2020,20-158751
Theft from Motor Vehicle,84TH AVE / 158TH ST,8,2020,20-158758
Theft from Motor Vehicle,14700 105A AVE,10,2020,20-159031
Theft from Motor Vehicle,10800 143RD ST,10,2020,20-159122
Theft from Motor Vehicle,10600 150TH ST,9,2020,20-159181
Theft from Motor Vehicle,9700 160A ST,10,2020,20-159384
Theft from Motor Vehicle,11300 153A ST,10,2020,20-800926
Theft from Motor Vehicle,9000 149TH ST,10,2020,20-159616
Theft from Motor Vehicle,15700 92ND AVE,10,2020,20-159643
Theft from Motor Vehicle,10200 143A ST,10,2020,20-159656
Theft from Motor Vehicle,16600 104TH AVE,10,2020,20-159674
Theft from Motor Vehicle,14200 103A AVE,10,2020,20-159695
Theft from Motor Vehicle,8900 157TH ST,10,2020,20-159838
Theft from Motor Vehicle,FRASER HWY / 166TH ST,10,2020,20-159879
Theft from Motor Vehicle,14100 GROSVENOR RD,10,2020,20-800933
Theft from Motor Vehicle,14900 102A AVE,10,2020,20-160012
Theft from Motor Vehicle,14800 HOLLY PARK LANE,10,2020,20-160169
Theft from Motor Vehicle,82ND AVE / 158TH ST,10,2020,20-160520
Theft from Motor Vehicle,150TH ST / 108TH AVE,10,2020,20-160692
Theft from Motor Vehicle,14900 83A AVE,10,2020,20-160696
Theft from Motor Vehicle,15000 80B AVE,10,2020,20-160776
Theft from Motor Vehicle,8400 152ND ST,10,2020,20-160797
Theft from Motor Vehicle,108TH AVE / 152ND ST,10,2020,20-160820
Theft from Motor Vehicle,10100 143RD ST,10,2020,20-160851
Theft from Motor Vehicle,10600 140TH ST,10,2020,20-161197
Theft from Motor Vehicle,14000 100A AVE,10,2020,20-161352
Theft from Motor Vehicle,10200 149A ST,10,2020,20-161661
Theft from Motor Vehicle,16200 94TH AVE,10,2020,20-161828
Theft from Motor Vehicle,10800 144A ST,10,2020,20-162294
Theft from Motor Vehicle,15300 87A AVE,10,2020,20-162325
Theft from Motor Vehicle,10000 154TH ST,10,2020,20-162599
Theft from Motor Vehicle,10000 154TH ST,10,2020,20-162598
Theft from Motor Vehicle,9500 152ND ST,10,2020,20-162977
Theft from Motor Vehicle,14900 100TH AVE,10,2020,20-162986
Theft from Motor Vehicle,16300 79TH AVE,10,2020,20-163016
Theft from Motor Vehicle,15200 100TH AVE,10,2020,20-163035
Theft from Motor Vehicle,10200 149TH ST,10,2020,20-163350
Theft from Motor Vehicle,15000 SPENSER CRT,10,2020,20-800968
Theft from Motor Vehicle,10000 155TH ST,10,2020,20-163990
Theft from Motor Vehicle,10600 150TH ST,10,2020,20-800970
Theft from Motor Vehicle,9500 164TH ST,10,2020,20-164758
Theft from Motor Vehicle,101A AVE / 154TH ST,10,2020,20-165064
Theft from Motor Vehicle,10500 148TH ST,10,2020,20-165125
Theft from Motor Vehicle,10600 142ND ST,10,2020,20-165242
Theft from Motor Vehicle,15800 98TH AVE,10,2020,20-165571
Theft from Motor Vehicle,8200 162A ST,10,2020,20-165580
Theft from Motor Vehicle,15000 98TH AVE,10,2020,20-165670
Theft from Motor Vehicle,15900 105TH AVE,10,2020,20-165974
Theft from Motor Vehicle,15400 99A AVE,10,2020,20-165980
Theft from Motor Vehicle,9000 156A ST,10,2020,20-166095
Theft from Motor Vehicle,7700 155A ST,10,2020,20-166122
Theft from Motor Vehicle,15700 90TH AVE,10,2020,20-166207
Theft from Motor Vehicle,15800 105A AVE,10,2020,20-166276
Theft from Motor Vehicle,16100 FRASER HWY,10,2020,20-166284
Theft from Motor Vehicle,16600 84TH AVE,10,2020,20-800980
Theft from Motor Vehicle,15800 97A AVE,10,2020,20-167200
Theft from Motor Vehicle,8800 150TH ST,10,2020,20-167278
Theft from Motor Vehicle,14600 116A AVE,10,2020,20-167577
Theft from Motor Vehicle,16000 FRASER HWY,10,2020,20-167581
Theft from Motor Vehicle,11000 WREN CRES,10,2020,20-167809
Theft from Motor Vehicle,8200 152ND ST,10,2020,20-168180
Theft from Motor Vehicle,10500 170A ST,10,2020,20-168251
Theft from Motor Vehicle,10500 169A ST,10,2020,20-168252
Theft from Motor Vehicle,14800 90TH AVE,10,2020,20-168330
Theft from Motor Vehicle,9900 151ST ST,10,2020,20-169827
Theft from Motor Vehicle,9900 151ST ST,10,2020,20-169900
Theft from Motor Vehicle,15500 98TH AVE,11,2020,20-169950
Theft from Motor Vehicle,8800 165TH ST,10,2020,20-170386
Theft from Motor Vehicle,10600 140TH ST,11,2020,20-170434
Theft from Motor Vehicle,17300 104TH AVE,11,2020,20-170465
Theft from Motor Vehicle,10600 150TH ST,10,2020,20-170493
Theft from Motor Vehicle,16300 NORTHGLEN CLS,10,2020,20-170528
Theft from Motor Vehicle,14400 105A AVE,10,2020,20-171036
Theft from Motor Vehicle,11400 138TH ST,11,2020,20-171078
Theft from Motor Vehicle,15000 101ST AVE,10,2020,20-171119
Theft from Motor Vehicle,16100 92ND AVE,11,2020,20-171482
Theft from Motor Vehicle,8600 155TH ST,11,2020,20-171543
Theft from Motor Vehicle,9000 158TH ST,11,2020,20-171606
Theft from Motor Vehicle,10100 155TH ST,11,2020,20-801010
Theft from Motor Vehicle,9900 154TH ST,11,2020,20-172425
Theft from Motor Vehicle,16100 FRASER HWY,11,2020,20-172500
Theft from Motor Vehicle,14200 101ST AVE,11,2020,20-172505
Theft from Motor Vehicle,10800 141ST ST,11,2020,20-172798
Theft from Motor Vehicle,15700 88TH AVE,11,2020,20-172994
Theft from Motor Vehicle,8800 156TH ST,11,2020,20-173071
Theft from Motor Vehicle,10600 150TH ST,11,2020,20-173074
Theft from Motor Vehicle,14400 108TH AVE,10,2020,20-173265
Theft from Motor Vehicle,14800 87TH AVE,11,2020,20-173457
Theft from Motor Vehicle,96TH AVE / TYNEHEAD PK,11,2020,20-173797
Theft from Motor Vehicle,10300 158A ST,11,2020,20-801021
Theft from Motor Vehicle,17200 96TH AVE,11,2020,20-173952
Theft from Motor Vehicle,8100 153A ST,11,2020,20-174086
Theft from Motor Vehicle,10100 159A ST,11,2020,20-174358
Theft from Motor Vehicle,14500 86A AVE,11,2020,20-174477
Theft from Motor Vehicle,14500 86A AVE,11,2020,20-174481
Theft from Motor Vehicle,9400 159TH ST,11,2020,20-175229
Theft from Motor Vehicle,14800 108TH AVE,11,2020,20-175880
Theft from Motor Vehicle,15500 112A AVE,11,2020,20-177155
Theft from Motor Vehicle,15500 111A AVE,11,2020,20-177289
Theft from Motor Vehicle,161ST ST / 86B AVE,11,2020,20-177644
Theft from Motor Vehicle,8900 162ND ST,11,2020,20-177646
Theft from Motor Vehicle,11200 LOUGHREN DR,11,2020,20-177671
Theft from Motor Vehicle,8100 153RD ST,11,2020,20-177717
Theft from Motor Vehicle,16000 103RD AVE,11,2020,20-177736
Theft from Motor Vehicle,14900 SPENSER DR,11,2020,20-178236
Theft from Motor Vehicle,16600 83RD AVE,11,2020,20-178326
Theft from Motor Vehicle,15400 86TH AVE,11,2020,20-178785
Theft from Motor Vehicle,16700 84A AVE,11,2020,20-179019
Theft from Motor Vehicle,14600 104TH AVE,11,2020,20-179027
Theft from Motor Vehicle,14900 100TH AVE,11,2020,20-179048
Theft from Motor Vehicle,16200 82ND AVE,11,2020,20-179155
Theft from Motor Vehicle,15900 101ST AVE,11,2020,20-179429
Theft from Motor Vehicle,14900 94TH AVE,11,2020,20-179609
Theft from Motor Vehicle,8800 156TH ST,11,2020,20-180844
Theft from Motor Vehicle,15500 112A AVE,11,2020,20-180992
Theft from Motor Vehicle,10900 140TH ST,11,2020,20-181629
Theft from Motor Vehicle,9400 148A ST,11,2020,20-182238
Theft from Motor Vehicle,14900 KEW DR,11,2020,20-182436
Theft from Motor Vehicle,14500 CHARTWELL DR,11,2020,20-183540
Theft from Motor Vehicle,16100 96TH AVE,11,2020,20-183649
Theft from Motor Vehicle,15000 88A AVE,11,2020,20-184839
Theft from Motor Vehicle,10300 152ND ST,11,2020,20-185273
Theft from Motor Vehicle,124TH ST / 82ND AVE,3,2020,20-44764
Theft from Motor Vehicle,13500 87A AVE,5,2020,20-70472
Theft from Motor Vehicle,7800 122A ST,8,2020,20-119389
Theft from Motor Vehicle,7900 133RD ST,9,2020,20-146382
Theft from Motor Vehicle,14100 62B AVE,9,2020,20-149645
Theft from Motor Vehicle,6400 130TH ST,9,2020,20-150553
Theft from Motor Vehicle,KING GEORGE BLVD / 70A AVE,9,2020,20-151406
Theft from Motor Vehicle,6400 132ND ST,9,2020,20-151782
Theft from Motor Vehicle,14600 64TH AVE,9,2020,20-152428
Theft from Motor Vehicle,7100 138TH ST,10,2020,20-152949
Theft from Motor Vehicle,13300 72ND AVE,10,2020,20-153027
Theft from Motor Vehicle,13700 72ND AVE,10,2020,20-153167
Theft from Motor Vehicle,12200 80TH AVE,9,2020,20-153203
Theft from Motor Vehicle,6800 121ST ST,10,2020,20-153496
Theft from Motor Vehicle,6400 137TH ST,10,2020,20-153594
Theft from Motor Vehicle,7700 126A ST,10,2020,20-153717
Theft from Motor Vehicle,12600 60TH AVE,10,2020,20-153790
Theft from Motor Vehicle,7500 140A ST,10,2020,20-153828
Theft from Motor Vehicle,8700 132ND ST,10,2020,20-154112
Theft from Motor Vehicle,12100 75TH AVE,10,2020,20-154132
Theft from Motor Vehicle,13300 82B AVE,10,2020,20-154135
Theft from Motor Vehicle,14200 62ND AVE,10,2020,20-154189
Theft from Motor Vehicle,126TH ST / 66TH AVE,10,2020,20-154261
Theft from Motor Vehicle,8200 120A ST,10,2020,20-154313
Theft from Motor Vehicle,7500 134A ST,10,2020,20-154376
Theft from Motor Vehicle,13400 71A AVE,10,2020,20-155266
Theft from Motor Vehicle,14800 57TH AVE,10,2020,20-155313
Theft from Motor Vehicle,58TH AVE / 148TH ST,10,2020,20-155480
Theft from Motor Vehicle,15200 62ND AVE,10,2020,20-155500
Theft from Motor Vehicle,8500 123RD ST,10,2020,20-155706
Theft from Motor Vehicle,8300 128TH ST,10,2020,20-155733
Theft from Motor Vehicle,14800 61ST AVE,10,2020,20-155752
Theft from Motor Vehicle,12100 75TH AVE,10,2020,20-800893
Theft from Motor Vehicle,72ND AVE / 132ND ST,10,2020,20-155896
Theft from Motor Vehicle,12100 75TH AVE,10,2020,20-156163
Theft from Motor Vehicle,13700 62ND AVE,10,2020,20-156349
Theft from Motor Vehicle,15300 KILDARE DR,10,2020,20-156448
Theft from Motor Vehicle,8000 KING GEORGE BLVD,10,2020,20-156595
Theft from Motor Vehicle,13400 72ND AVE,10,2020,20-157117
Theft from Motor Vehicle,7100 HALL RD,10,2020,20-157495
Theft from Motor Vehicle,12700 78TH AVE,10,2020,20-157552
Theft from Motor Vehicle,8500 123RD ST,10,2020,20-157633
Theft from Motor Vehicle,12800 63A AVE,10,2020,20-157710
Theft from Motor Vehicle,62A AVE / 135TH ST,10,2020,20-157884
Theft from Motor Vehicle,14700 59A AVE,10,2020,20-158104
Theft from Motor Vehicle,6900 134TH ST,10,2020,20-800917
Theft from Motor Vehicle,7500 KING GEORGE BLVD,10,2020,20-158184
Theft from Motor Vehicle,13900 70TH AVE,10,2020,20-158311
Theft from Motor Vehicle,12900 61B AVE,10,2020,20-158381
Theft from Motor Vehicle,6400 130A ST,10,2020,20-158604
Theft from Motor Vehicle,6200 144TH ST,10,2020,20-158632
Theft from Motor Vehicle,8300 134TH ST,10,2020,20-158667
Theft from Motor Vehicle,13200 72ND AVE,10,2020,20-158678
Theft from Motor Vehicle,8300 129TH ST,3,2020,20-158681
Theft from Motor Vehicle,6300 124TH ST,10,2020,20-158709
Theft from Motor Vehicle,6200 144TH ST,10,2020,20-158724
Theft from Motor Vehicle,5900 121ST ST,10,2020,20-800919
Theft from Motor Vehicle,7100 138TH ST,10,2020,20-158862
Theft from Motor Vehicle,6700 137TH ST,10,2020,20-158968
Theft from Motor Vehicle,12900 HELSTON CRES,10,2020,20-159047
Theft from Motor Vehicle,13100 73RD AVE,10,2020,20-159067
Theft from Motor Vehicle,7000 133B ST,10,2020,20-159068
Theft from Motor Vehicle,8600 141ST ST,10,2020,20-800921
Theft from Motor Vehicle,7000 133B ST,10,2020,20-159154
Theft from Motor Vehicle,12600 67A AVE,10,2020,20-159169
Theft from Motor Vehicle,5600 148TH ST,10,2020,20-159173
Theft from Motor Vehicle,12700 66TH AVE,10,2020,20-159322
Theft from Motor Vehicle,8600 128TH ST,10,2020,20-159390
Theft from Motor Vehicle,14900 71A AVE,10,2020,20-159452
Theft from Motor Vehicle,7900 130TH ST,10,2020,20-159521
Theft from Motor Vehicle,13400 72ND AVE,10,2020,20-159635
Theft from Motor Vehicle,6600 128TH ST,10,2020,20-159655
Theft from Motor Vehicle,13200 70B AVE,10,2020,20-159660
Theft from Motor Vehicle,6500 125A ST,10,2020,20-159801
Theft from Motor Vehicle,6600 127A ST,10,2020,20-159800
Theft from Motor Vehicle,13900 70TH AVE,10,2020,20-159976
Theft from Motor Vehicle,7600 ANVIL WAY,10,2020,20-160314
Theft from Motor Vehicle,128TH ST / 64TH AVE,10,2020,20-160329
Theft from Motor Vehicle,13500 79A AVE,10,2020,20-160584
Theft from Motor Vehicle,5800 124TH ST,10,2020,20-160712
Theft from Motor Vehicle,12900 84TH AVE,10,2020,20-160855
Theft from Motor Vehicle,7500 128TH ST,10,2020,20-160903
Theft from Motor Vehicle,13400 71A AVE,10,2020,20-161325
Theft from Motor Vehicle,7400 124A ST,10,2020,20-161463
Theft from Motor Vehicle,5700 148TH ST,10,2020,20-161470
Theft from Motor Vehicle,13700 74TH AVE,10,2020,20-161476
Theft from Motor Vehicle,8500 KING GEORGE BLVD,10,2020,20-161880
Theft from Motor Vehicle,13600 62ND AVE,10,2020,20-162106
Theft from Motor Vehicle,13200 80TH AVE,10,2020,20-162249
Theft from Motor Vehicle,13100 80TH AVE,10,2020,20-162276
Theft from Motor Vehicle,7100 129A ST,10,2020,20-162346
Theft from Motor Vehicle,14200 72ND AVE,10,2020,20-162455
Theft from Motor Vehicle,7400 141A ST,10,2020,20-162543
Theft from Motor Vehicle,13000 64TH AVE,10,2020,20-162856
Theft from Motor Vehicle,5900 131ST ST,10,2020,20-162909
Theft from Motor Vehicle,12900 84TH AVE,10,2020,20-162963
Theft from Motor Vehicle,14700 64TH AVE,10,2020,20-163040
Theft from Motor Vehicle,14600 72ND AVE,10,2020,20-163059
Theft from Motor Vehicle,13200 72ND AVE,10,2020,20-163362
Theft from Motor Vehicle,15100 62A AVE,10,2020,20-163442
Theft from Motor Vehicle,4800 131A ST,10,2020,20-163627
Theft from Motor Vehicle,6000 BOUNDARY DR W,10,2020,20-163847
Theft from Motor Vehicle,6900 129TH ST,10,2020,20-163896
Theft from Motor Vehicle,13800 62ND AVE,10,2020,20-163943
Theft from Motor Vehicle,5700 KILMORE CRES E,10,2020,20-163991
Theft from Motor Vehicle,13400 76TH AVE,10,2020,20-164117
Theft from Motor Vehicle,14000 83RD AVE,10,2020,20-164508
Theft from Motor Vehicle,12400 73RD AVE,10,2020,20-164586
Theft from Motor Vehicle,14200 84A AVE,10,2020,20-164662
Theft from Motor Vehicle,13500 78TH AVE,10,2020,20-164667
Theft from Motor Vehicle,7100 134TH ST,10,2020,20-164974
Theft from Motor Vehicle,12600 68TH AVE,10,2020,20-165562
Theft from Motor Vehicle,13300 68TH AVE,10,2020,20-165672
Theft from Motor Vehicle,12200 75TH AVE,10,2020,20-165698
